providers_electricity,providers_heat,providers_bloom_steel,providers_iron_forEAF,providers_naturalgas,providers_iron_forBOF,providers_coal,"fabrication, heavy section wf","fabrication, heavy section elec","hot rolling, blooms elec","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.067306526,0.076253102,0.033087862,0.882694101,0.042468638,0.435643801,0.159452653,0.10202675,0.950204333,1.0401,0.002993373,0.001153003,2.56E-08,0.060896817
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.05872744,0.076313446,0.039221009,0.911806303,0.020184146,0.503251789,0.160808075,0.089743138,1.012186566,0.8763,0.002368393,0.001043738,2.08E-08,0.051188598
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, WC, Surface",0.082519029,0.076311146,0.034605474,0.880567777,0.014154374,0.467982345,0.15178153,0.141405974,0.907373898,1.0195,0.002970217,0.001099185,2.78E-08,0.064029126
Electricity; at grid; generation mix - Western Area Power Administration - Desert Southwest Region,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Piceance,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.050173606,0.076253507,0.040064172,0.871765343,0.024584616,0.455988297,0.152259141,0.077745203,0.841309561,0.8049,0.002462264,0.001118036,2.37E-08,0.054006433
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.078852973,0.0748319,0.043401565,0.859545495,0.013090681,0.477355259,0.161019674,0.062883013,0.882717885,0.8092,0.002150045,0.001084752,2.13E-08,0.052835511
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Processing",0.068168477,0.077063612,0.035188301,0.883617974,0.044610907,0.442641279,0.148593934,0.07141001,0.760852307,1.1565,0.003527842,0.001169146,3.17E-08,0.072246703
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.061082234,0.07667471,0.033313064,0.851286416,0.03974118,0.501890287,0.150188114,0.08126217,0.929727093,1.1709,0.00318632,0.001191536,2.75E-08,0.070093892
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.072024778,0.077915418,0.043980144,0.882288994,0.022177384,0.586426952,0.147607916,0.145864895,0.932661541,0.7852,0.002241845,0.001080963,1.72E-08,0.066562526
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Surface",0.079682012,0.074275055,0.043683547,0.914548629,0.023383268,0.558188124,0.139527673,0.065496976,0.919321236,0.7126,0.002222572,0.001100847,2.12E-08,0.049595507
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.054003091,0.075815124,0.040802899,0.847235489,0.039780672,0.418141681,0.152898844,0.108955641,0.78743451,0.8323,0.002339939,0.001064115,2.09E-08,0.05107177
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.066438886,0.076334009,0.043307548,0.845180659,0.024511752,0.549840779,0.149384691,0.050489849,0.885529337,1.0633,0.002968005,0.001193653,2.80E-08,0.064887195
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.061584349,0.075652229,0.037969373,0.847426249,0.035511198,0.520625702,0.154185135,0.056636104,0.897049496,1.003,0.002832776,0.001095339,2.77E-08,0.058749527
Electricity; at grid; generation mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.056803108,0.076123443,0.033939637,0.871229025,0.046892245,0.538254667,0.153220928,0.137378923,0.844146843,1.2141,0.002665289,0.00107591,2.51E-08,0.057380239
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.054949383,0.07574315,0.042900133,0.828234131,0.027383063,0.445070132,0.150389684,0.068920683,0.934772391,1.2296,0.003727159,0.001228972,2.86E-08,0.079497973
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.077278618,0.075529762,0.037614637,0.894683609,0.03228417,0.46532791,0.143852754,0.149057055,0.87633041,0.87,0.002382125,0.001068821,2.10E-08,0.051649314
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - San Juan,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Underground",0.070469131,0.076035847,0.033888316,0.840179636,0.03507921,0.581693313,0.152542494,0.054918904,0.840809569,1.1352,0.003326925,0.00112618,2.99E-08,0.072689443
Electricity; at grid; generation mix - Tampa Electric Company,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Underground",0.050490099,0.078555002,0.039211302,0.839108246,0.011413719,0.553936516,0.144408519,0.128927513,0.800849501,1.0744,0.002823255,0.001090966,2.15E-08,0.064955481
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.061559501,0.074785603,0.043444191,0.892362742,0.03712802,0.520355665,0.145115193,0.094731691,0.952835623,0.9664,0.00276354,0.001136492,2.03E-08,0.065541663
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.053840149,0.075388325,0.042304046,0.884793673,0.039316941,0.528042722,0.161283222,0.09702551,0.935551801,0.5668,0.001783373,0.0010257,1.76E-08,0.042786548
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Gulf Lignite, LIG, Surface",0.064454537,0.076750236,0.043545782,0.865650368,0.019773296,0.618151137,0.140511183,0.055049152,0.852167858,1.1461,0.00325133,0.00117528,2.78E-08,0.064396936
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.072786638,0.074712076,0.033741209,0.89901892,0.021427102,0.4187646,0.142304263,0.060281996,0.946535629,0.9921,0.002808667,0.001130753,2.46E-08,0.05740199
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.063486226,0.07451351,0.043539622,0.80667957,0.035146245,0.511806789,0.151114424,0.117615279,0.801959236,1.1669,0.003487785,0.001238253,3.02E-08,0.067961842
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Surface",0.082366414,0.077320251,0.038506275,0.85478398,0.044290243,0.587724234,0.149635798,0.14959125,0.901388363,0.9983,0.003003092,0.001202844,2.34E-08,0.066326483
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Surface",0.078207306,0.074261693,0.04067367,0.871566442,0.022011096,0.629884469,0.1503344,0.137288043,0.942432985,1.349,0.00397935,0.001212787,3.58E-08,0.079955873
Electricity; at grid; generation mix - South Carolina Public Service Authority,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Underground",0.061545117,0.074908971,0.03699722,0.826952687,0.013535489,0.522372323,0.145394616,0.055720774,0.845967623,1.5096,0.003412826,0.001221226,3.85E-08,0.069092884
Electricity; at grid; generation mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Underground",0.087399937,0.075936463,0.037152531,0.86472141,0.030780008,0.519186072,0.157235388,0.089352545,0.949405096,1.4664,0.003425873,0.001207722,3.14E-08,0.06860393
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.089209365,0.076100806,0.041613543,0.894941181,0.012415617,0.44961576,0.148078138,0.122284027,0.834363993,1.06,0.003498703,0.001132035,2.75E-08,0.082837577
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.055733308,0.075573029,0.037634408,0.840841268,0.025569841,0.483311574,0.130162982,0.079835542,0.746354754,0.9284,0.002922334,0.001186665,2.33E-08,0.063824521
